SCENE,KEY,SENTENCE,END_TIME,SPEAKER,SHOW,Sarcasm,Sarcasm_Type,Implicit_Emotion,Explicit_Emotion,Valence,Arousal
2_337,2_337_u,"Uh, listen, I need that broiling pan that Joey borrowed the other day.",0:02,MONICA,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_33,2_33_u,"This-this, no, oh no, no-no-no, this is not,that's-that's not what it is.",0:04,RACHEL,FRIENDS,0.0,NONE,Sadness,Sadness,3.0,7.0
1_10810,1_10810_u,I'll give you a plan right now. Step one: open comic book store. Step two: start rumor this comic book store gives you genital warts.,0:1,SHELDON,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S10E05_110,1_S10E05_110_u,The only thing I hate more than you right now is that book!,0:03.967000,BERNADETTE,BBT,0.0,NONE,Anger,Anger,3.0,7.0
2_283,2_283_u,Dee. The sarcastic sister from What's Happening.,0:03,CHANDLER,FRIENDS,1.0,PRO,Frustration,Neutral,3.0,7.0
1_S11E19_143,1_S11E19_143_u,The drone or your stupid robot show,0:2.000999,HOWARD,BBT,1.0,PRO,Ridicule,Neutral,4.0,8.0
1_11526,1_11526_u,"As you may know, I've been experimenting with elevated anxiety levels, and I thought, what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk?",0:13,SHELDON,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
1_5134,1_5134_u,"Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.",0:08,PENNY,BBT,1.0,PRO,Disgust,Happiness,3.0,6.0
1_S10E09_021,1_S10E09_021_u,"Oh, good, maybe he can build a nicer bridge to live under.",0:3.369999,SHELDON,BBT,1.0,PRO,Anger,Happiness,4.0,8.0
1_S12E02_006,1_S12E02_006_u,"I told you, I'm not okay with it.",0:02.468000,BERNADETTE,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_8837,1_8837_u,"Not as relieved as I'm about to be. It's a brave new world, little lady.",0:08,SHELDON,BBT,0.0,NONE,Excitement,Excitement,6.0,6.0
2_231,2_231_u,"No, no, no, it's flattery.",0:01,ROSS,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
1_S10E10_090,1_S10E10_090_u,"Hang on, maybe it's not the worst idea. I mean, he did do a good job taking care of my mother.",0:04.436000,HOWARD,BBT,0.0,NONE,Happiness,Happiness,6.0,5.0
1_S12E17_195,1_S12E17_195_u,Maybe she's basing that on your poor husbanding skills.,0:4.003999,LEONARD,BBT,1.0,PRO,Disgust,Neutral,2.0,8.0
1_S11E11_403,1_S11E11_403_u,"Ooh, I want to see the birthday girl.",0:01.600000,PENNY,BBT,0.0,NONE,Excitement,Excitement,7.0,8.0
3_S01E01_128,3_S01E01_128_u,"Hey, did you hear what Peter Gregory is doing?",0:02.082000,OTHER,SV,0.0,NONE,Frustration,Frustration,4.0,6.0
1_S12E12_266,1_S12E12_266_u,You went to college.,0:2.742000,LEONARD,BBT,1.0,ILL,Disgust,Surprise,4.0,7.0
1_S12E17_124,1_S12E17_124_u,"What do you call that, Bishops Be Crazy?",0:2.703000,RAJ,BBT,1.0,ILL,Ridicule,Neutral,4.0,7.0
2_69,2_69_u,Cover yourself up!,0:01,MONICA,FRIENDS,0.0,NONE,Anger,Anger,3.0,7.0
3_S04E04_363,3_S04E04_363_u,These are from your mom.,0:3.25,OTHER,SV,1.0,ILL,Ridicule,Neutral,4.0,6.0
2_498,2_498_u,"Uh, so how many cameras are actually on you.",0:05,CHANDLER,FRIENDS,1.0,PRO,Anger,Neutral,3.0,8.0
2_338,2_338_u,And I am sure every person here really really wants you to join our group.,0:07,MODERATOR,SARCASMOHOLICS,1.0,ILL,Ridicule,Excitement,4.0,6.0
1_8185,1_8185_u,We could go to Red Lobster and talk about it. We're all thinking it. I just had the decency to wait for him to leave.,0:1,BERNADETTE,BBT,0.0,NONE,Anger,Anger,3.0,7.0
1_S09E12_369,1_S09E12_369_u,"Yeah, he's as real as the fine I get when I use too much toilet paper.",0:5.756,PENNY,BBT,1.0,LIK,Frustration,Happiness,2.0,8.0
1_10857,1_10857_u,It's true-- you're both gorgeous. Kind of says something about the man who could bed you both.,0:07,RAJ,BBT,0.0,NONE,Happiness,Happiness,6.0,7.0
2_36,2_36_u,"The big deal is I don't want naked, greasy strangers in my apartment when I want to kick back with a puzzle,beer! Cold beer.",0:07,ROSS,FRIENDS,0.0,NONE,Frustration,Frustration,3.0,7.0
1_S09E05_291,1_S09E05_291_u,I've been told it's a good way to move on.,0:01.835000,SHELDON,BBT,0.0,NONE,Sadness,Neutral,4.0,4.0
1_S12E04_046,1_S12E04_046_u,"Well, it's hard to say, not knowing much about her. Does she have fingers?",0:4.103999,BERNADETTE,BBT,1.0,PRO,Ridicule,Surprise,3.0,8.0
2_556,2_556_u,"Joey if I go first, I want to be looking for my keys",0:04,CHANDLER,FRIENDS,1.0,ILL,Frustration,Neutral,3.0,8.0
2_599,2_599_u,No I am upset because crocodin turbs are wearing darker colors.,0:03,DOROTHY,GOLDENGIRLS,1.0,PRO,Anger,Neutral,4.0,7.0
1_70,1_70_u,I don't think I'll be able to stop thinking about it.,0:04,PENNY,BBT,1.0,ILL,Disgust,Happiness,4.0,6.0
1_5580,1_5580_u,"Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.",0:06,HOWARD,BBT,1.0,PRO,Anger,Happiness,3.0,8.0
1_2580,1_2580_u,"Okay, here's an idea. What if I change my name and go live with my cousin and her husband, Avi, in Israel?",0:06,HOWARD,BBT,1.0,PRO,Frustration,Excitement,3.0,7.0
1_S11E08_305,1_S11E08_305_u,Be even better if he swapped out the helium for xenon.,0:02.924000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_11046,1_11046_u,"Wow, he really went where no man has gone before.",0:05,HOWARD,BBT,0.0,NONE,Happiness,Surprise,6.0,6.0
1_S09E23_017,1_S09E23_017_u,"I thought to myself, ""Venn is he gonna stop talking about this diagram?""",0:3.368999,PENNY,BBT,1.0,PRO,Frustration,Neutral,4.0,6.0
2_121,2_121_u,What was I doing? My ben gazara in person?,0:02,DOROTHY,GOLDENGIRLS,1.0,PRO,Anger,Neutral,4.0,6.0
2_441,2_441_u,"He's right, even if it's to say something complementary.",0:03,ROSS,FRIENDS,0.0,NONE,Sadness,Sadness,4.0,6.0
2_84,2_84_u,"If that doesn't keep kids in school, what will?",0:04,CHANDLER,FRIENDS,1.0,PRO,Disgust,Happiness,4.0,8.0
1_S12E04_102,1_S12E04_102_u,this is a safe space-- it's okay to be vulnerable.,0:02.701000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
2_504,2_504_u,"All right, okay, well, apparently not!",0:02,PHOEBE,FRIENDS,1.0,PRO,Sadness,Happiness,4.0,7.0
1_S09E16_189,1_S09E16_189_u,Maybe you should get a new doctor.,0:3.235999,AMY,BBT,1.0,PRO,Frustration,Neutral,4.0,7.0
1_S10E12_115,1_S10E12_115_u,Cause at the end I assumed there'd be nurses.,0:2.202,OTHER,BBT,1.0,PRO,Ridicule,Neutral,3.0,8.0
2_302,2_302_u,I know but it's so hard! Nothing rhymes with your stupid name!,0:04,PHOEBE,FRIENDS,0.0,NONE,Frustration,Frustration,3.0,7.0
1_672,1_672_u,Do you think Penny will come here and take care of us?,0:04,SHELDON,BBT,0.0,NONE,Sadness,Sadness,4.0,6.0
1_6211,1_6211_u,"No. You mean this was all a ruse? Oh, how could I be so stu...",0:06,SHELDON,BBT,0.0,NONE,Fear,Fear,2.0,8.0
2_369,2_369_u,"I just have to do one thing, really quickly, its not a big thing  ...  GET UP",0:04,CHANDLER,FRIENDS,1.0,PRO,Anger,Happiness,4.0,8.0
2_39,2_39_u,"Oh hurry up, I want to sign that.",0:04,CHANDLER,FRIENDS,1.0,ILL,Anger,Happiness,2.0,6.0
1_2354,1_2354_u,"So? Do cocaine smugglers write ""cocaine"" on the box?",0:04,SHELDON,BBT,1.0,PRO,Frustration,Neutral,3.0,6.0
2_217,2_217_u,Ohhh!!!!,0:01,RACHEL,FRIENDS,0.0,NONE,Excitement,Excitement,7.0,7.0
1_1470,1_1470_u,I don't know. It just died. I'm getting a bunch of static.,0:03,PENNY,BBT,0.0,NONE,Sadness,Sadness,3.0,6.0
2_351,2_351_u,"No Rose, she is depressed because Marvel had manners on only once a week",0:07,DOROTHY,GOLDENGIRLS,1.0,ILL,Frustration,Sadness,3.0,8.0
1_S09E01_439,1_S09E01_439_u,I don't know. Sounds pretty bad. Penny's back in her apartment all by herself.,0:05.070000,HOWARD,BBT,0.0,NONE,Sadness,Sadness,2.0,4.0
1_S12E18_290,1_S12E18_290_u,But the time machine thing is probably more likely.,0:3.804000,LEONARD,BBT,1.0,PRO,Ridicule,Neutral,4.0,7.0
1_1931,1_1931_u,Why don't you just lie down on the floor and swim there?,0:05,LEONARD,BBT,1.0,PRO,Disgust,Neutral,4.0,6.0
1_S10E14_032,1_S10E14_032_u,"So, normal. Yeah--",0:1.902000,BERNADETTE,BBT,1.0,PRO,Ridicule,Neutral,3.0,6.0
2_421,2_421_u,Joey's got a really bad hernia but its nothing that a laser eye surgery wont fix,0:06,CHANDLER,FRIENDS,1.0,EMB,Ridicule,Neutral,3.0,8.0
1_4639,1_4639_u,"Well, I'm just glad you finally found yourself a keeper.",0:04,PERSON,BBT,0.0,NONE,Happiness,Happiness,6.0,7.0
1_1638,1_1638_u,The blunt instrument that will be the focus of my murder trial?,0:04,LEONARD,BBT,1.0,PRO,Frustration,Neutral,3.0,8.0
3_S06E02_398,3_S06E02_398_u,"Look, we cannot take blood money.",0:02.166000,OTHER,SV,0.0,NONE,Sadness,Disgust,3.0,7.0
1_S12E02_228,1_S12E02_228_u,"If you're asking if you and Amy should spend the next couple days running all over town searching for the next clue, I'm gonna have to say yes.",0:9.509,HOWARD,BBT,1.0,ILL,Ridicule,Neutral,3.0,8.0
1_S10E18_323,1_S10E18_323_u,(sighs) I'll say it again. India.,0:4.071,HOWARD,BBT,1.0,PRO,Frustration,Excitement,2.0,8.0
1_S12E21_285,1_S12E21_285_u,You sure you're not thinking about your husband?,0:3.176999,PENNY,BBT,1.0,PRO,Ridicule,Surprise,3.0,8.0
1_5880,1_5880_u,"When you're done copping a feel, that goes on my wrist.",0:04,AMY,BBT,1.0,PRO,Disgust,Excitement,4.0,7.0
1_9087,1_9087_u,"Why? Because I got an ugly, itchy sweater, and my brother got a car? No, I was her favorite.",0:07,LEONARD,BBT,1.0,PRO,Anger,Neutral,2.0,8.0
1_7449,1_7449_u,"Okay, the NASA Web site says Howard's final descent has begun.",0:06,RAJ,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E05_193,1_S11E05_193_u,I thought his work wife was standing in my kitchen.,0:2.400000,BERNADETTE,BBT,1.0,PRO,Ridicule,Neutral,3.0,7.0
3_S02E05_466,3_S02E05_466_u,"I'm not getting high on the job. I'm getting high at home. I live here, remember?",0:05.833000,GILFOYLE,SV,0.0,NONE,Happiness,Happiness,6.0,5.0
1_S11E21_201,1_S11E21_201_u,"I'll go to dinner, and you can stay home with the Internet and have romance.",0:3.939999,BERNADETTE,BBT,1.0,EMB,Ridicule,Neutral,4.0,8.0
1_3204,1_3204_u,Right. That was so good! Sweety and meaty at the same time.,0:08,RAJ,BBT,0.0,NONE,Sadness,Sadness,6.0,7.0
1_S12E07_060,1_S12E07_060_u,You sound like my wife just before she asked me to go to Coachella.,0:5.638999,LEONARD,BBT,1.0,EMB,Disgust,Neutral,3.0,7.0
2_587,2_587_u,"Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.",0:07,DOROTHY,GOLDENGIRLS,1.0,PRO,Frustration,Neutral,3.0,7.0
2_147,2_147_u,"Well, we're trying to find someone to perform our wedding and they're all either boring or annoying or y'know, can't stop staring at the ladies.",0:06,MONICA,FRIENDS,0.0,NONE,Frustration,Frustration,4.0,6.0
1_S11E07_405,1_S11E07_405_u,And she still doesn't.,0:02.770000,BERNADETTE,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
1_S12E06_316,1_S12E06_316_u,"Hmm. Look at you, improving on perfection. How so?",0:4.071000,AMY,BBT,1.0,EMB,Ridicule,Surprise,4.0,7.0
2_198,2_198_u,"Yeah, she's fired.",0:01,ROSS,FRIENDS,0.0,NONE,Sadness,Sadness,4.0,5.0
2_574,2_574_u,You can't do anything.,0:04,JOEY,FRIENDS,0.0,NONE,Frustration,Frustration,3.0,7.0
3_S04E05_313,3_S04E05_313_u,When you have to apologise,0:8.0,GILFOYLE,SV,1.0,PRO,Ridicule,Neutral,3.0,4.0
1_3419,1_3419_u,"Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.",0:05,PENNY,BBT,1.0,PRO,Disgust,Neutral,4.0,6.0
1_3177,1_3177_u,"Not a great movie, but look at that beautiful desert.",0:05,RAJ,BBT,0.0,NONE,Happiness,Happiness,4.0,6.0
1_S11E04_016,1_S11E04_016_u,"Well, it's a boy.",0:02.130000,OTHER,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
2_129,2_129_u,What are these? Claws?,0:03,DOROTHY,GOLDENGIRLS,1.0,ILL,Anger,Surprise,3.0,7.0
2_485,2_485_u,You got off to a really good start with the group.,0:04,MEMBER-BOY,SARCASMOHOLICS,1.0,ILL,Ridicule,Neutral,4.0,7.0
1_11924,1_11924_u,"All right, Amy's in charge of pricing and being 75.",0:05,HOWARD,BBT,1.0,PRO,Ridicule,Neutral,4.0,6.0
1_S12E03_449,1_S12E03_449_u,"Oh, my God. You bought me the Batmobile?!",0:02.524000,LEONARD,BBT,0.0,NONE,Surprise,Surprise,7.0,8.0
2_194,2_194_u,"And it came out, ""Squatternut buash?""",0:03,JOEY,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
2_454,2_454_u,"Ross umm, there's something that I've got to tell you, there's-there's someone else.",0:07,PERSON,FRIENDS,0.0,NONE,Sadness,Sadness,3.0,7.0
1_S12E09_090,1_S12E09_090_u,You mean the last two minutes or the last 20 years?,0:2.769,LEONARD,BBT,1.0,PRO,Frustration,Neutral,3.0,8.0
2_361,2_361_u,Nooo,0:02,MEMBER-GIRL,SARCASMOHOLICS,1.0,ILL,Ridicule,Sadness,4.0,6.0
2_389,2_389_u,Huh! Whats dufus speled backwards?,0:05,MONICA,FRIENDS,1.0,PRO,Anger,Neutral,3.0,8.0
1_2778,1_2778_u,"Ooh, big talk from a man who was once treed by a chicken.",0:05,RAJ,BBT,1.0,PRO,Disgust,Neutral,2.0,8.0
1_S12E06_412,1_S12E06_412_u,That's what you said about the butterfly pavilion at the zoo.,0:3.537,LEONARD,BBT,1.0,PRO,Ridicule,Neutral,4.0,8.0
1_S10E02_327,1_S10E02_327_u,"But I'm mad at him, too, so lemon bars it is.",0:03.249000,SHELDON,BBT,0.0,NONE,Happiness,Happiness,7.0,7.0
1_90,1_90_u,"Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now traveling at approximately 120 miles an hour, hits them and is immediately sliced into three equal pieces.",0:15,SHELDON,BBT,0.0,NONE,Excitement,Excitement,6.0,7.0
1_S12E09_081,1_S12E09_081_u,"Well, I am shocked, Sheldon, because I totally believed that the woman you reported for being stingy with the peas couldn't keep her hands off you.",0:8.909,LEONARD,BBT,1.0,ILL,Ridicule,Surprise,2.0,8.0
1_11699,1_11699_u,"No, Stuart picked out those throw pillows all on his own.",0:04,RAJ,BBT,1.0,PRO,Ridicule,Sadness,4.0,7.0
1_S09E20_237,1_S09E20_237_u,She's trying to think of something She's never done before. This could take a while.,0:4.771999,AMY,BBT,1.0,ILL,Ridicule,Neutral,3.0,8.0
2_177,2_177_u,I can show you an ID if you want?,0:02,PERSON,FRIENDS,1.0,ILL,Ridicule,Excitement,4.0,6.0
1_6039,1_6039_u,I don't know what I'm going to do. I don't want to break up over this.,0:05,BERNADETTE,BBT,0.0,NONE,Sadness,Sadness,3.0,7.0
1_2664,1_2664_u,"Terrific, it's just that... I don't think Penny wants me to go.",0:05,LEONARD,BBT,0.0,NONE,Sadness,Sadness,3.0,7.0
1_10190,1_10190_u,"Well, now that I've given up string theory, I'm struggling to find my next area of focus. So, in your professional opinion, which of these areas do you think is the most promising?",0:11,SHELDON,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E05_030,1_S12E05_030_u,"Hmm, yeah, but somehow, you manage.",0:1.836000,RAJ,BBT,1.0,PRO,Disgust,Neutral,4.0,6.0
2_482,2_482_u,"Y'know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!",0:08,PHOEBE,FRIENDS,0.0,NONE,Anger,Anger,3.0,8.0
1_11885,1_11885_u,"Yeah, turns out half a dozen menorahs really sets a mood.",0:05,PERSON,BBT,1.0,PRO,Ridicule,Neutral,4.0,6.0
1_8717,1_8717_u,Because you're in the right lane behind a bus and you won't go around it? I'm sure she finds it charming.,0:07,BERNADETTE,BBT,1.0,PRO,Anger,Happiness,3.0,7.0
2_612,2_612_u,"I don't know Rose, maybe Marry Poppins has an Italian cousin.",0:04,DOROTHY,GOLDENGIRLS,1.0,PRO,Disgust,Sadness,4.0,7.0
1_S10E17_287,1_S10E17_287_u,"Yeah, that's working out great for me.",0:2.436000,HOWARD,BBT,1.0,ILL,Disgust,Happiness,3.0,8.0
2_456,2_456_u,And you are gonna make them all disappear.,0:02,CHANDLER,FRIENDS,1.0,PRO,Anger,Surprise,4.0,6.0
2_189,2_189_u,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",0:05,CHANDLER,FRIENDS,1.0,ILL,Frustration,Sadness,3.0,7.0
2_284,2_284_u,What?  Why?,0:02,MONICA,FRIENDS,0.0,NONE,Surprise,Surprise,7.0,7.0
1_S12E17_336,1_S12E17_336_u,"No, by opening the door to a hangar and letting the airplane fly in.",0:4.871999,HOWARD,BBT,1.0,PRO,Frustration,Neutral,3.0,7.0
1_S09E03_359,1_S09E03_359_u,"I'll bet there's something around here that could be a ""lehver.""",0:02.834000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S09E18_033,1_S09E18_033_u,Oh. Is the impression that your first name is Pee-Wee?,0:3.135999,HOWARD,BBT,1.0,PRO,Ridicule,Surprise,3.0,7.0
2_602,2_602_u,No way!,0:01,CHANDLER,FRIENDS,0.0,NONE,Surprise,Surprise,6.0,7.0
1_S09E04_267,1_S09E04_267_u,"No, of course not. I-I just feel bad. Well, so do I,",0:02.534000,LEONARD,BBT,0.0,NONE,Sadness,Sadness,3.0,6.0
1_4544,1_4544_u,"Yes. In fact, our menses are synchronized. Penny. Bernadette tells me you're planning a girls' night.",0:13,AMY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_3371,1_3371_u,"I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery.",0:09,PERSON,BBT,0.0,NONE,Disgust,Disgust,4.0,6.0
2_96,2_96_u,I don't think so. Hello?  When you get in there,0:12,ROSS,FRIENDS,0.0,NONE,Sadness,Sadness,7.0,8.0
1_S12E01_332,1_S12E01_332_u,"Oh, please, you're just the right amount of bearing.",0:3.871000,PENNY,BBT,1.0,PRO,Ridicule,Sadness,4.0,7.0
1_S12E18_303,1_S12E18_303_u,No. (chuckles) It's great. I just don't want anyone to ever see it or read it or know it exists.,0:4.672,HOWARD,BBT,1.0,PRO,Disgust,Happiness,4.0,8.0
1_S12E10_195,1_S12E10_195_u,Why is it all in the living room?,0:03.234000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_1180,1_1180_u,"Oh, please. The only way she could make a contribution to science would be if they resumed sending chimps into space.",0:7,SHELDON,BBT,1.0,PRO,Frustration,Sadness,3.0,9.0
2_113,2_113_u,"No, no the actual cartoon character .. Of course the baloon.",0:06,CHANDLER,FRIENDS,1.0,PRO,Frustration,Excitement,3.0,8.0
2_210,2_210_u,When are you coming home?,0:02,PERSON,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S09E21_401,1_S09E21_401_u,Better than watching a guy in a fur cloak Ride a girl's bike? Nope.,0:5.706000,LEONARD,BBT,1.0,PRO,Ridicule,Excitement,2.0,7.0
3_S03E02_062,3_S03E02_062_u,"Gilfoyle: Yeah, compared to the shit shack we're used to, anything's an improvement.",0:04.386000,GILFOYLE,SV,0.0,NONE,Excitement,Excitement,6.0,6.0
1_427,1_427_u,"Well, I'm sorry, too, but there's just no room for you in my wallet.",0:04,SHELDON,BBT,1.0,PRO,Frustration,Sadness,4.0,7.0
1_S11E03_321,1_S11E03_321_u,What's to worry about?,0:01.430000,OTHER,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E08_445,1_S12E08_445_u,(chuckles) Couldn't think of a single reason not to.,0:4.192,AMY,BBT,1.0,ILL,Frustration,Happiness,4.0,7.0
1_S10E05_319,1_S10E05_319_u,"No. No, if we both like it, I'll spend the rest of my life opening the freezer and going, ""Aw, no strawberry.""",0:07.671000,SHELDON,BBT,0.0,NONE,Disgust,Disgust,4.0,7.0
2_356,2_356_u,Yeah.,0:01,PERSON,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_38,2_38_u,It's not a real game! I made it up!,0:02,CHANDLER,FRIENDS,0.0,NONE,Frustration,Frustration,3.0,6.0
1_S09E05_222,1_S09E05_222_u,Whoa! Walking up to a strange woman in a bar usually doesn't work.,0:05.171000,RAJ,BBT,0.0,NONE,Disgust,Disgust,3.0,6.0
1_11006,1_11006_u,Maybe it's a good thing we came here. It's like a lesson in what not to do.,0:04,PENNY,BBT,1.0,PRO,Disgust,Happiness,3.0,6.0
1_S12E15_273,1_S12E15_273_u,"I told you, if we left pizza on the counter,",0:1.579000,SHELDON,BBT,1.0,PRO,Disgust,Neutral,2.0,8.0
1_11257,1_11257_u,Doesn't Professor Abbott's family want any of this stuff?,0:04,HOWARD,BBT,0.0,NONE,Sadness,Sadness,4.0,5.0
2_248,2_248_u,"I mean, you and I we're just, y'know, we're nothing, we're goofin' around.",0:03,CHANDLER,FRIENDS,1.0,PRO,Anger,Happiness,3.0,8.0
1_S11E07_112,1_S11E07_112_u,It doesn't even matter how many all-rounders you have.,0:02.424000,OTHER,BBT,0.0,NONE,Excitement,Neutral,6.0,6.0
2_253,2_253_u,Yeah!,0:01,PHOEBE,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_579,2_579_u,No!,0:01,MONICA,FRIENDS,0.0,NONE,Disgust,Disgust,4.0,7.0
1_S10E07_140,1_S10E07_140_u,"Oh my God, that's who you look like.",0:2.708000,RAJ,BBT,1.0,PRO,Ridicule,Surprise,4.0,8.0
2_240,2_240_u,No!,0:01,JOEY,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
1_S11E11_077,1_S11E11_077_u,I don't know.,0:00.833000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
2_155,2_155_u,Great! Now we can do laundry all night. All night laundry!,0:08,CHANDLER,FRIENDS,1.0,ILL,Frustration,Happiness,2.0,8.0
2_576,2_576_u,And then for forgetting to invite you to it.,0:02,PHOEBE,FRIENDS,0.0,NONE,Sadness,Sadness,3.0,6.0
3_S02E03_370,3_S02E03_370_u,Because we're negotiating against each other.,0:02.209000,DINESH,SV,0.0,NONE,Neutral,Neutral,5.0,5.0
1_11378,1_11378_u,Are you sure a dummy like me can handle something as complicated as a blanket?,0:06,HOWARD,BBT,1.0,LIK,Anger,Neutral,4.0,6.0
1_537,1_537_u,"Oh, you know, that is so weird that yours came and mine didn't.",0:04,PENNY,BBT,1.0,PRO,Ridicule,Sadness,4.0,7.0
1_7675,1_7675_u,"Anyway, to this day, I still can't see a box of crayons without crossing my legs.",0:06,PENNY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
2_230,2_230_u,"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",0:04,CHANDLER,FRIENDS,0.0,NONE,Anger,Anger,3.0,7.0
2_89,2_89_u,On the home shopping network,0:03,DOROTHY,GOLDENGIRLS,1.0,PRO,Anger,Neutral,3.0,8.0
2_446,2_446_u,"I'd love to show ya, but I just tucked her in.",0:02,JOEY,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
2_191,2_191_u,"So, you're just Bing?",0:03,JOEY,FRIENDS,0.0,NONE,Surprise,Surprise,6.0,6.0
3_S05E01_120,3_S05E01_120_u,"He was oddly tall, don't you think?",0:02.417000,DINESH,SV,0.0,NONE,Sadness,Sadness,3.0,7.0
1_S11E05_306,1_S11E05_306_u,"I used to make it appear in my pants, but HR said I had to stop doing that.",0:04.510000,HOWARD,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
1_467,1_467_u,That woman looks exactly like the pictures of Princess Panchali in the book. How often does one see a beloved fictional character come to life?,0:09,SHELDON,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
1_S12E07_092,1_S12E07_092_u,a little swagger in your step?,0:01.566000,HOWARD,BBT,0.0,NONE,Happiness,Happiness,5.0,5.0
1_S12E09_413,1_S12E09_413_u,Like I don't care at all.,0:03.301000,PENNY,BBT,0.0,NONE,Sadness,Sadness,4.0,3.0
2_288,2_288_u,Maybe he was nervous.,0:03,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Neutral,3.0,8.0
1_S09E02_078,1_S09E02_078_u,"Well, if you want to see less of me, maybe we should go out again.",0:04.436000,SHELDON,BBT,0.0,NONE,Anger,Anger,3.0,6.0
1_S12E06_016,1_S12E06_016_u,Says the man with a giant belt buckle and a dickey.,0:3.370000,LEONARD,BBT,1.0,PRO,Disgust,Neutral,3.0,8.0
3_S01E02_004,3_S01E02_004_u,Hey. Sorry if I scared you. I know I have somewhat ghost-like features.,0:06.122000,OTHER,SV,0.0,NONE,Sadness,Sadness,4.0,5.0
1_S12E15_351,1_S12E15_351_u,"Well, I took a nap next to Hot Dog on a Stick. What do you think?",0:3.671000,PENNY,BBT,1.0,PRO,Frustration,Neutral,4.0,7.0
2_315,2_315_u,"I guess you'd know that, being one of the two of us, though, right?",0:03,RACHEL,FRIENDS,1.0,PRO,Ridicule,Happiness,4.0,6.0
1_S12E01_248,1_S12E01_248_u,"You know, I cut you a lot of slack cause you come from another country, but you've been here a long time.",0:6.072999,HOWARD,BBT,1.0,EMB,Disgust,Happiness,4.0,8.0
3_S01E06_054,3_S01E06_054_u,"Yes, we are totally fucked.",0:01.365000,ERLICH,SV,0.0,NONE,Frustration,Frustration,3.0,7.0
2_123,2_123_u,Nooo!,0:02,MODERATOR,SARCASMOHOLICS,1.0,ILL,Ridicule,Sadness,4.0,7.0
2_202,2_202_u,Yeah?,0:01,PHOEBE,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
1_10890,1_10890_u,"Boy, when you met Bernadette, the field of robotics really took a hit.",0:06,RAJ,BBT,1.0,PRO,Disgust,Happiness,3.0,6.0
1_3476,1_3476_u,Don't you think looking for a new city to live in is a bit of an overreaction?,0:05,LEONARD,BBT,0.0,NONE,Surprise,Surprise,6.0,7.0
1_S09E05_278,1_S09E05_278_u,I'm doing all right. I tried fencing today.,0:03.796000,SHELDON,BBT,0.0,NONE,Happiness,Happiness,7.0,6.0
1_8136,1_8136_u,"Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here.",0:06,PERSON,BBT,1.0,PRO,Sadness,Happiness,3.0,7.0
2_423,2_423_u,Like I have nothing better to do!,0:02,MONICA,FRIENDS,1.0,ILL,Anger,Excitement,3.0,8.0
3_S04E05_485,3_S04E05_485_u,Your fourth child?,0:01.750000,OTHER,SV,0.0,NONE,Surprise,Surprise,7.0,7.0
